gid,name,project_gid,section_gid,assignee_gid,completed,due_on,notes,created_at,modified_at
t1113,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1114,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1115,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1116,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1117,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1118,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1119,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1120,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1121,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1122,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1123,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1124,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1125,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1126,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1127,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1128,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1129,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
