Id,Name,Industry,AnnualRevenue,Phone,Website,BillingCity,BillingState,NumberOfEmployees
001Ax0000G00022A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00023A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00024A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00025A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00026A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00027A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00028A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00029A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00030A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00031A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00032A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00033A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00034A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00035A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00036A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00037A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00038A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00039A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00040A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00041A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00042A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00043A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00044A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00045A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00046A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00047A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00048A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00049A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00050A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00051A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00052A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00053A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00054A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00055A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00056A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00057A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00058A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00059A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00060A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00061A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00062A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00063A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00064A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00065A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00066A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00067A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00068A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00069A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00070A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00071A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00072A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00073A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00074A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00075A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00076A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00077A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00078A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00079A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00080A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00081A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00082A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00083A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00084A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00085A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00086A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00087A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00088A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00089A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00090A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00091A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00092A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00093A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00094A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00095A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00096A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00097A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00098A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00099A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00100A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00101A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00102A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00103A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00104A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00105A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00106A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00107A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00108A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00109A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00110A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00111A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00112A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00113A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00114A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00115A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00116A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00117A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00118A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00119A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00120A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00121A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00122A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00123A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00124A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00125A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00126A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00127A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00128A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00129A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00130A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00131A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00132A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00133A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00134A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00135A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00136A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00137A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00138A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00139A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00140A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00141A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00142A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00143A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00144A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00145A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00146A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00147A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00148A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00149A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00150A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00151A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00152A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00153A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00154A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00155A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00156A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00157A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00158A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00159A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00160A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00161A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00162A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00163A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00164A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00165A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00166A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00167A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00168A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00169A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00170A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00171A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00172A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00173A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00174A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00175A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00176A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00177A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00178A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00179A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00180A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00181A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00182A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00183A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00184A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00185A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00186A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00187A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00188A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00189A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00190A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00191A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00192A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00193A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00194A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00195A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00196A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00197A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00198A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00199A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00200A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00201A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
001Ax0000G00202A,Dona Ana County Environmental Services,Government,,+1-575-555-0188,https://donaanacounty.org/environmental,Las Cruces,NM,45
001Ax0000G00203A,Clearwater Environmental Trust,Nonprofit,4200000,+1-575-555-0110,https://clearwatertrust.org,Las Cruces,NM,28
