listing_id,shop_id,title,description,price,currency_code,quantity,taxonomy_id,tags,materials,who_made,when_made,state,shop_section_id,processing_min,processing_max,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,views,num_favorers,shipping_profile_id,return_policy_id,is_supply,is_customizable,is_personalizable,created_timestamp,updated_timestamp,ending_timestamp
1030010,29457183,Hand-tooled card wallet - Salazar Leathercraft #10,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030011,29457183,Hand-tooled bracelet - Salazar Leathercraft #11,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030012,29457183,Hand-tooled knife sheath - Salazar Leathercraft #12,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030013,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #13,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030014,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #14,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030015,29457183,Hand-tooled card wallet - Salazar Leathercraft #15,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030016,29457183,Hand-tooled watch strap - Salazar Leathercraft #16,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030017,29457183,Hand-tooled belt - Salazar Leathercraft #17,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030018,29457183,Hand-tooled valet tray - Salazar Leathercraft #18,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030019,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #19,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030020,29457183,Hand-tooled tool roll - Salazar Leathercraft #20,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030021,29457183,Hand-tooled card wallet - Salazar Leathercraft #21,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030022,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #22,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030023,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #23,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030024,29457183,Hand-tooled card wallet - Salazar Leathercraft #24,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030025,29457183,Hand-tooled camera strap - Salazar Leathercraft #25,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030026,29457183,Hand-tooled camera strap - Salazar Leathercraft #26,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030027,29457183,Hand-tooled belt - Salazar Leathercraft #27,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030028,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #28,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030029,29457183,Hand-tooled bracelet - Salazar Leathercraft #29,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030030,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #30,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030031,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #31,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030032,29457183,Hand-tooled camera strap - Salazar Leathercraft #32,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030033,29457183,Hand-tooled watch strap - Salazar Leathercraft #33,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030034,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #34,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030035,29457183,Hand-tooled camera strap - Salazar Leathercraft #35,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030036,29457183,Hand-tooled guitar strap - Salazar Leathercraft #36,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030037,29457183,Hand-tooled tool roll - Salazar Leathercraft #37,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030038,29457183,Hand-tooled belt - Salazar Leathercraft #38,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030039,29457183,Hand-tooled tool roll - Salazar Leathercraft #39,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030040,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #40,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030041,29457183,Hand-tooled guitar strap - Salazar Leathercraft #41,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030042,29457183,Hand-tooled tool roll - Salazar Leathercraft #42,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030043,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #43,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030044,29457183,Hand-tooled belt - Salazar Leathercraft #44,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030045,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #45,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030046,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #46,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030047,29457183,Hand-tooled valet tray - Salazar Leathercraft #47,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030048,29457183,Hand-tooled guitar strap - Salazar Leathercraft #48,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030049,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #49,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030050,29457183,Hand-tooled guitar strap - Salazar Leathercraft #50,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030051,29457183,Hand-tooled watch strap - Salazar Leathercraft #51,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030052,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #52,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030053,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #53,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030054,29457183,Hand-tooled card wallet - Salazar Leathercraft #54,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030055,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #55,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030056,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #56,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030057,29457183,Hand-tooled card wallet - Salazar Leathercraft #57,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030058,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #58,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030059,29457183,Hand-tooled bracelet - Salazar Leathercraft #59,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030060,29457183,Hand-tooled tool roll - Salazar Leathercraft #60,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030061,29457183,Hand-tooled guitar strap - Salazar Leathercraft #61,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030062,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #62,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030063,29457183,Hand-tooled knife sheath - Salazar Leathercraft #63,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030064,29457183,Hand-tooled bracelet - Salazar Leathercraft #64,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030065,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #65,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030066,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #66,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030067,29457183,Hand-tooled tool roll - Salazar Leathercraft #67,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030068,29457183,Hand-tooled card wallet - Salazar Leathercraft #68,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030069,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #69,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030070,29457183,Hand-tooled guitar strap - Salazar Leathercraft #70,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030071,29457183,Hand-tooled tool roll - Salazar Leathercraft #71,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030072,29457183,Hand-tooled knife sheath - Salazar Leathercraft #72,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030073,29457183,Hand-tooled guitar strap - Salazar Leathercraft #73,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030074,29457183,Hand-tooled guitar strap - Salazar Leathercraft #74,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030075,29457183,Hand-tooled guitar strap - Salazar Leathercraft #75,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030076,29457183,Hand-tooled tool roll - Salazar Leathercraft #76,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030077,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #77,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030078,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #78,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030079,29457183,Hand-tooled card wallet - Salazar Leathercraft #79,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030080,29457183,Hand-tooled knife sheath - Salazar Leathercraft #80,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030081,29457183,Hand-tooled valet tray - Salazar Leathercraft #81,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030082,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #82,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
