id,business_id,rating,text,user_name,time_created
rv_gen_000023,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #23. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000024,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #24. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000025,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #25. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000026,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #26. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000027,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #27. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000028,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #28. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000029,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #29. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000030,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #30. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000031,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #31. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000032,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #32. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000033,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #33. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000034,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #34. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000035,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #35. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000036,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #36. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000037,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #37. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000038,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #38. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000039,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #39. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000040,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #40. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000041,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #41. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000042,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #42. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000043,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #43. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000044,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #44. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000045,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #45. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000046,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #46. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000047,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #47. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000048,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #48. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000049,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #49. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000050,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #50. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000051,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #51. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000052,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #52. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000053,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #53. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000054,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #54. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000055,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #55. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000056,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #56. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000057,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #57. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000058,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #58. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000059,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #59. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000060,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #60. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000061,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #61. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000062,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #62. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000063,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #63. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000064,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #64. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000065,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #65. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000066,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #66. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000067,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #67. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000068,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #68. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000069,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #69. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000070,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #70. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000071,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #71. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000072,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #72. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000073,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #73. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000074,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #74. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000075,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #75. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000076,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #76. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000077,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #77. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000078,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #78. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000079,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #79. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000080,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #80. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000081,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #81. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000082,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #82. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000083,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #83. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000084,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #84. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000085,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #85. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000086,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #86. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000087,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #87. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000088,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #88. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000089,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #89. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000090,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #90. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000091,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #91. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000092,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #92. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000093,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #93. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000094,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #94. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000095,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #95. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000096,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #96. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000097,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #97. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000098,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #98. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000099,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #99. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000100,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #100. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000101,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #101. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000102,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #102. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000103,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #103. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000104,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #104. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000105,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #105. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000106,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #106. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000107,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #107. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000108,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #108. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000109,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #109. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000110,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #110. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000111,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #111. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000112,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #112. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000113,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #113. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000114,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #114. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000115,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #115. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000116,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #116. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000117,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #117. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000118,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #118. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000119,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #119. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000120,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #120. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000121,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #121. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000122,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #122. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000123,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #123. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000124,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #124. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000125,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #125. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000126,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #126. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000127,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #127. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000128,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #128. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000129,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #129. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000130,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #130. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000131,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #131. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000132,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #132. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000133,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #133. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000134,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #134. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000135,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #135. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000136,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #136. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000137,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #137. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000138,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #138. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000139,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #139. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000140,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #140. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000141,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #141. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000142,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #142. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000143,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #143. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000144,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #144. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000145,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #145. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000146,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #146. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000147,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #147. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000148,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #148. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000149,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #149. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000150,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #150. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000151,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #151. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000152,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #152. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000153,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #153. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000154,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #154. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000155,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #155. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000156,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #156. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000157,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #157. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000158,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #158. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000159,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #159. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000160,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #160. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000161,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #161. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000162,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #162. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000163,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #163. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000164,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #164. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000165,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #165. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000166,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #166. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000167,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #167. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000168,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #168. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000169,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #169. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000170,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #170. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000171,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #171. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000172,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #172. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000173,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #173. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000174,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #174. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000175,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #175. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000176,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #176. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000177,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #177. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000178,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #178. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000179,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #179. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000180,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #180. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000181,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #181. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000182,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #182. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000183,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #183. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000184,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #184. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000185,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #185. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000186,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #186. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000187,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #187. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000188,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #188. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000189,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #189. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000190,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #190. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000191,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #191. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000192,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #192. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000193,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #193. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000194,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #194. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000195,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #195. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000196,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #196. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000197,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #197. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000198,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #198. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000199,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #199. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000200,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #200. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000201,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #201. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000202,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #202. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000203,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #203. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000204,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #204. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000205,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #205. Solid spot.",Ian S.,2026-09-12T18:30:00
rv_gen_000206,biz_lc_caliche,5,"Visited around the Mesilla Valley, stop #206. Solid spot.",Ian S.,2026-08-30T19:45:00
rv_gen_000207,biz_lc_andele,4,"Visited around the Mesilla Valley, stop #207. Solid spot.",Ian S.,2026-07-18T20:10:00
rv_gen_000208,biz_lc_chope,5,"Visited around the Mesilla Valley, stop #208. Solid spot.",Ian S.,2026-09-12T18:30:00
